"","rnid","HH1","HH23r1","HH23r2","HH23r3","HHCr1","HHCr2","HHCr3","HHAr1","HHAr2","HHAr3","HH4","HH5","HH6r1","HH6r2","HH6r3","HH6r4","HH6r5","HH6r6","HH6r6oe","HHR","Q2","hRegionUS","HH7","HH7r3oe","HHO","HH8","HH8r8oe","HH9","HH10","HH10_1","HH11","HH12r1","noanswerHH12_r8","HH12a","HH13r1","noanswerHH13_r8","HH13a","HHI","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC1ar5","wbill","sbill","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"1819","EPOWZTVGMXM4MKH4P3",5,3,2,0,1,0,1,0,1,0,51,2,0,1,0,0,0,0,"",2,23,2,2,"",1,2,"",3,1940,NA,2,NA,1,7,NA,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1820","EPOX29GP563FS4V4P8",6,3,1,0,1,0,1,0,1,1,37,2,0,1,0,0,0,0,"",2,36,2,2,"",1,6,"",3,2016,1,4,2000,0,NA,2000,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1821","EPOX2DXDVGCMK824P5",2,1,1,0,1,0,1,0,1,0,53,2,0,1,0,0,0,0,"",2,23,2,2,"",1,5,"",2,2015,2,5,1000,0,NA,20000,0,NA,1,1,1,0,0,1,0,0,0,0,1,1,0,1,NA,0,1,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1
"1822","EPOX2FYQZZFKYRP4P3",7,2,4,0,1,0,1,0,1,1,28,1,0,0,0,0,0,1,"Nicaraguan American",1,5,4,2,"",1,2,"",4,2014,0,5,NA,1,2,NA,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,1,1,1,0,0,NA,0,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
"1823","EPOX2H4VNPHYPYY4P1",3,1,2,0,1,0,1,0,1,0,38,2,0,1,0,0,0,0,"",2,36,2,1,"",2,2,"",4,2016,1,3,1200,0,NA,70,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"1824","EPOX2LNLMK9DRWX4P7",4,2,2,0,1,0,1,0,1,0,35,1,1,0,1,0,1,0,"",1,33,1,1,"",2,4,"",2,2014,2,3,234,0,NA,234,0,NA,1,1,0,0,0,0,0,1,0,0,1,1,1,NA,NA,0,1,1,1,NA,1,1,NA,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"1825","EPOX38W7QNHC5JP4P9",4,1,1,0,1,0,1,0,1,1,33,2,0,1,0,0,0,0,"",2,33,1,2,"",1,7,"",3,2017,1,1,14000,0,NA,10000,0,NA,1,0,0,1,0,0,0,0,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
"1826","EPOXNKMDCYJ2BKN4P2",3,1,2,0,1,0,1,0,1,0,27,1,1,0,0,0,0,0,"",1,24,2,1,"",2,2,"",3,2017,2,2,NA,1,4,79,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1827","EPOXNLBNF96KVRC4P4",3,0,1,2,0,1,0,1,1,0,65,1,1,0,0,0,0,0,"",1,33,1,1,"",2,2,"",3,2012,NA,2,3500,0,NA,11500,0,NA,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1828","EPOXNLNDMQ5KZNG4P6",4,1,2,1,1,0,1,1,1,0,30,1,0,0,0,1,0,0,"",1,24,2,1,"",2,2,"",3,2016,2,3,1000,0,NA,1000,0,NA,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"1829","EPOXNPHRJ8YS4XY4P0",4,2,0,0,1,0,1,0,0,1,46,1,1,0,0,0,0,0,"",1,3,4,1,"",2,2,"",3,2005,NA,2,NA,1,1,20000,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"1830","EPOXNQV5FH4K4SK4P5",4,0,0,2,0,1,0,1,0,1,57,2,0,1,0,0,0,0,"",2,16,2,1,"",2,2,"",2,2007,NA,5,700,0,NA,NA,1,1,1,0,0,0,0,0,0,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1831","EPOXNS6W9NVTKPL4P9",3,0,1,0,0,1,0,0,1,1,46,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",4,2007,NA,4,1000,0,NA,1000,0,NA,1,1,1,0,0,0,0,1,1,0,1,1,1,NA,NA,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"1832","EPOXNV87TNNL5NG4P4",3,0,1,0,0,1,0,0,1,1,51,2,0,1,0,0,0,0,"",2,34,3,1,"",2,2,"",4,2001,NA,4,1100,0,NA,5000,0,NA,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1833","EPOXNW94M2G2QXL4P2",4,2,2,0,1,0,1,0,1,0,32,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",5,2015,1,3,1200,0,NA,1700,0,NA,1,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,1,1,1,0,NA,0,0,NA,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"1834","EPOXNXM73MVFH924P8",1,0,1,0,0,1,0,0,1,0,54,1,1,0,0,0,0,0,"",1,33,1,2,"",1,6,"",1,2017,3,4,400,0,NA,790,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,1,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
"1835","EPOXNY3DLCBTZX34P6",3,1,0,0,1,0,1,0,0,1,45,2,1,0,0,0,0,0,"",3,5,4,1,"",2,2,"",3,2008,NA,3,NA,1,3,NA,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,NA,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"1836","EPOXNZX847GRV944P7",4,2,2,0,1,0,1,0,1,0,31,1,0,0,0,0,1,0,"",1,5,4,1,"",2,3,"",3,2013,NA,3,2500,0,NA,6500,0,NA,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
"1837","EPOXP22C4QMNXBB4P1",2,0,1,0,0,1,0,0,1,1,45,1,1,0,0,0,0,0,"",1,33,1,2,"",1,2,"",2,2011,NA,2,1700,0,NA,16000,0,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1838","EPOXP7YDTVBV3N24P8",4,1,0,0,1,0,1,0,0,1,40,1,0,0,0,0,0,1,"Latino",1,5,4,2,"",1,2,"",2,2016,1,5,1800,0,NA,3000,0,NA,1,0,1,0,0,0,1,0,0,0,1,1,1,NA,1,1,NA,NA,NA,0,0,NA,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"1839","EPOXPLYDC2ZQKCL4P8",3,1,2,0,1,0,1,0,1,0,33,1,0,1,0,0,0,0,"",1,5,4,2,"",1,1,"",2,2013,NA,4,150,0,NA,200,0,NA,1,1,0,0,0,1,0,0,0,0,0,1,1,1,NA,0,0,0,1,NA,1,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"1840","EPOXPV96ZTCD8QC4P3",3,1,2,0,1,0,1,0,1,0,38,1,0,0,0,0,0,1,"brown",1,48,4,1,"",2,2,"",3,2007,NA,1,1500,0,NA,1200,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,1,0,NA,1,1,1,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1841","EPOXPVG6GYHPVPD4P9",4,1,3,0,1,0,1,0,1,0,26,1,1,0,0,0,0,0,"",1,3,4,1,"",2,2,"",5,1992,NA,2,700,0,NA,12000,0,NA,1,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,0,1,1,0,NA,0,1,NA,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
"1842","EPOXPYVPK3RWCZ34P2",3,1,0,2,1,0,1,1,0,0,30,1,0,1,0,0,0,0,"",1,1,3,2,"",1,2,"",4,2013,NA,4,500,0,NA,400,0,NA,1,1,0,0,0,0,1,0,0,0,1,1,1,NA,1,0,0,0,1,NA,1,1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"1843","EPOXQ466WTG28LM4P2",5,1,1,0,1,0,1,0,1,1,38,2,0,1,0,0,0,0,"",2,23,2,1,"",2,2,"",5,1980,NA,1,3000,0,NA,3400,0,NA,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"1844","EPOXQ646WHQHNTC4P7",2,0,2,0,0,1,0,0,1,0,44,1,0,0,0,0,0,1,"central america",1,47,3,1,"",2,2,"",3,2010,NA,4,2000,0,NA,3500,0,NA,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"1845","EPOXQ6MHZG9PZPV4P7",4,0,4,0,0,1,0,0,1,0,21,1,1,0,0,0,0,1,"Mixed",1,22,1,2,"",1,4,"",4,2018,3,4,50,0,NA,150,0,NA,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1846","EPOXQDM9GCDPHPP4P2",1,0,1,0,0,1,0,0,1,0,36,1,0,0,0,1,0,0,"",1,5,4,2,"",1,4,"",0,2015,2,4,35,0,NA,35,0,NA,1,0,1,0,0,0,0,0,0,0,0,1,1,0,NA,1,NA,NA,NA,0,1,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1847","EPOXQG4NM5M57934P7",1,0,1,0,0,1,0,0,1,0,37,2,0,1,0,0,0,0,"",2,10,3,1,"",2,2,"",4,2015,1,4,0,0,NA,0,0,NA,1,1,0,0,0,1,0,0,0,0,0,0,1,0,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0
"1848","EPOXQK837X5M9B74P2",1,0,1,0,0,1,0,0,1,0,30,1,0,1,0,0,0,0,"",1,5,4,2,"",1,3,"",1,1990,NA,2,30,0,NA,30,0,NA,1,0,1,0,0,0,1,0,0,0,1,1,1,NA,1,0,NA,NA,NA,1,1,NA,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"1849","EPOXQNVW23XXXDH4P9",2,0,0,0,0,1,0,0,0,1,57,2,0,1,0,0,0,0,"",2,24,2,2,"",1,5,"",1,2013,NA,2,825,0,NA,771,0,NA,1,1,1,0,0,1,0,0,0,0,1,1,0,1,NA,0,0,0,0,0,NA,1,0,NA,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
"1850","EPOXQQBN393CRSG4P5",4,2,1,1,1,0,1,1,1,0,45,1,0,0,1,0,0,0,"",1,11,3,1,"",2,4,"",1,1991,NA,2,1678,0,NA,5000,0,NA,1,0,1,0,0,0,1,0,0,0,1,1,1,NA,1,0,NA,NA,NA,1,1,NA,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0
"1851","EPOXQQDHPJD38W94P9",2,0,1,0,0,1,0,0,1,1,43,2,0,1,0,0,0,0,"",2,11,3,1,"",2,2,"",5,2008,NA,4,2000,0,NA,15500,0,NA,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1852","EPOXQXCFG89GXCP4P7",3,1,2,0,1,0,1,0,1,0,23,2,0,1,0,0,0,0,"",2,34,3,2,"",1,3,"",3,2017,1,5,NA,1,4,2000,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,0,0,NA,1,1,1,0,NA,NA,0,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1853","EPOXQX54JB4SG844P3",3,0,0,0,0,1,0,0,0,1,58,2,0,1,0,0,0,0,"",2,14,2,1,"",2,2,"",3,2007,NA,2,NA,1,3,1500,0,NA,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"1854","EPOXQYSYY9R9NWV4P1",3,0,3,0,0,1,0,0,1,0,57,2,0,1,0,0,0,0,"",2,43,3,1,"",2,2,"",3,1999,NA,2,1300,0,NA,1300,0,NA,1,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,1,1,1,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1855","EPOXQYVS56GLGMS4P6",4,1,0,0,1,0,1,0,0,1,29,1,1,0,0,0,0,1,"Hispanic",1,10,3,1,"",2,2,"",3,2001,NA,2,NA,1,7,NA,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,NA,NA,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"1856","EPOXQZLDHB5HMW44P2",5,3,2,0,1,0,1,0,1,0,39,1,1,0,0,0,0,0,"",1,14,2,1,"",2,5,"",6,1979,NA,2,2000,0,NA,2000,0,NA,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
"1857","EPOXR6WYBRQFRY44P8",4,2,0,0,1,0,1,0,0,1,52,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",4,2016,3,4,2010,0,NA,0,0,NA,1,1,0,0,0,1,0,0,0,0,1,1,1,0,NA,1,1,1,0,NA,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
"1858","EPOXRBY4W735JH24P1",4,2,2,0,1,0,1,0,1,0,36,1,1,0,0,0,0,0,"",1,24,2,1,"",2,2,"",4,2012,NA,4,1600,0,NA,6000,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1859","EPOXRBN6JMS6WTW4P9",2,0,1,0,0,1,0,0,1,1,60,2,0,1,0,0,0,0,"",2,21,3,2,"",1,8,"Project",2,2012,NA,2,4,0,NA,NA,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,1,1,NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
"1860","EPOXRHHL2V6P82K4P6",4,0,2,0,0,1,0,0,1,1,53,2,0,1,0,0,0,0,"",2,44,3,3,"live with relative",1,2,"",3,2002,NA,3,NA,1,7,NA,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1861","EPOXRKBBRRMXB8Z4P1",3,1,2,0,1,0,1,0,1,0,42,1,0,0,0,0,0,1,"Hispanic",1,6,4,2,"",1,2,"",3,2008,NA,3,750,0,NA,750,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"1862","EPOXRK5XX273K874P7",5,1,2,2,1,0,1,1,1,0,43,1,0,0,0,0,0,1,"Hispanic",1,33,1,1,"",2,2,"",5,2012,NA,2,4500,0,NA,5000,0,NA,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1863","EPOXRKQXB7XMKWW4P8",6,4,2,0,1,0,1,0,1,0,28,1,1,0,0,0,0,0,"",1,7,1,2,"",1,4,"",3,2016,2,5,800,0,NA,4000,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"1864","EPOXRMY7Q2PW8564P9",2,1,1,0,1,0,1,0,1,0,35,1,1,0,0,0,0,0,"",1,10,3,1,"",2,3,"",3,2015,2,3,140,0,NA,140,0,NA,1,0,0,1,0,0,1,1,0,0,1,1,1,NA,1,0,NA,NA,NA,NA,1,NA,NA,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"1865","EPOXRN4RBB7X2P54P8",5,0,3,0,0,1,0,0,1,1,20,1,1,0,0,0,0,0,"",1,44,3,1,"",2,2,"",5,2005,NA,3,NA,1,3,NA,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,NA,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"1866","EPOXRPMWY389P5S4P2",4,2,0,0,1,0,1,0,0,1,42,1,0,1,0,0,0,0,"",1,11,3,1,"",2,3,"",4,2004,NA,3,12000,0,NA,8000,0,NA,1,0,0,1,0,0,0,0,0,0,1,1,1,1,NA,0,NA,NA,NA,NA,1,NA,NA,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"1867","EPOXRQ97L64BZGJ4P1",5,3,2,0,1,0,1,0,1,0,27,2,0,1,0,0,0,0,"",2,44,3,1,"",2,2,"",3,2016,2,4,2000,0,NA,20000,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0
"1868","EPOXRVCH8GJ7LHQ4P1",3,0,1,0,0,1,0,0,1,1,50,2,0,1,0,0,0,0,"",2,31,1,1,"",2,4,"",4,2007,NA,1,1900,0,NA,20000,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1869","EPOXRX5V8P867Y84P0",3,0,1,0,0,1,0,0,1,1,56,1,1,0,0,0,0,0,"",1,22,1,2,"",1,6,"",2,2008,NA,3,675,0,NA,10000,0,NA,1,1,0,0,0,0,0,0,0,1,1,1,0,NA,NA,1,1,1,0,NA,NA,1,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1870","EPOXRY2WPCZHV9Z4P7",5,0,1,2,0,1,0,1,1,1,75,2,0,1,0,0,0,0,"",2,11,3,1,"",2,2,"",4,2001,NA,4,1345,0,NA,199,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"1871","EPOXS3VBVQT9XNS4P3",4,0,0,2,0,1,0,1,0,1,73,1,1,0,0,0,0,0,"",1,42,2,1,"",2,3,"",4,2016,2,4,1000,0,NA,4000,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1872","EPOXS7BQX6RHGLL4P3",4,2,1,0,1,0,1,0,1,1,36,1,1,0,0,0,0,0,"",1,24,2,1,"",2,2,"",4,2012,NA,4,1600,0,NA,4000,0,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1873","EPOXS8P2BRQ94LX4P9",5,0,4,1,0,1,0,1,1,0,41,1,1,0,0,0,0,0,"",1,10,3,2,"",1,2,"",3,2008,NA,2,1900,0,NA,10,0,NA,1,1,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1
"1874","EPOXSF99JS5Z7N44P0",4,1,1,0,1,0,1,0,1,1,45,2,0,0,0,1,0,0,"",3,21,3,1,"",2,2,"",5,1984,NA,3,4570,0,NA,7900,0,NA,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1875","EPOXSGD3LTCHJJC4P1",3,1,2,0,1,0,1,0,1,0,34,2,1,0,0,0,0,0,"",3,33,1,1,"",2,4,"",2,1996,NA,2,14000,0,NA,13000,0,NA,1,1,1,0,0,0,1,0,0,0,1,1,1,NA,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"1876","EPOXSGB4DZSP8354P6",2,0,2,0,0,1,0,0,1,0,32,2,0,1,0,0,0,0,"",2,39,1,2,"",1,7,"",4,2016,2,5,3000,0,NA,4500,0,NA,1,1,1,0,0,1,0,0,0,0,1,1,0,1,NA,1,1,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
