"","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"510",1,0,0,0,1,0,0,0,1,1,NA,2,1,1,1,NA,1,1,NA,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0
"511",1,0,0,0,1,0,0,0,1,2,NA,2,1,2,2,NA,1,2,NA,2,4,2,3,3,0,0,0,1,0,0,0,0,0,0,2,2,2,3,3,3,3,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"512",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"513",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,3,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"514",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,3,3,4,1,1,3,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"515",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,2,2,2,2,0,0,0,0,0,1,0,1,0,0,2,2,3,2,4,3,3,2,1,1,5,1,6,2,2,2,1,2,2,2,2,0,0,1,0
"516",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,2,2,2,3,0,0,0,0,1,1,0,1,0,0,1,1,3,1,2,4,1,1,1,1,7,1,1,1,1,2,1,1,1,2,2,0,0,1,1
"517",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,4,3,4,3,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"518",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,1,0,0,0,0,3,3,4,2,3,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"519",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"520",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,1,1,4,2,4,1,2,2,2,2,2,2,2,0,0,1,0
"521",0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,1,0,0,0
"522",1,1,0,0,0,0,0,0,2,NA,NA,1,4,4,2,2,NA,2,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"523",1,1,0,0,1,1,0,0,2,1,1,2,2,1,1,1,NA,1,2,NA,1,1,1,4,0,1,0,0,0,0,0,1,0,0,3,1,1,1,3,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,0,0,1
"524",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,2,2,0,0,1,0
"525",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"526",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,1,5,2,3,1,2,2,2,2,2,2,2,0,0,1,0
"527",1,0,0,0,0,0,0,0,1,NA,NA,1,2,2,2,NA,2,2,NA,2,2,3,3,3,0,1,1,0,0,0,0,1,0,0,3,3,3,2,3,3,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"528",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"529",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,1,2,2,2,2,2,2,2,0,0,0,1
"530",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"531",1,1,0,0,1,1,0,0,1,2,2,1,1,1,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,3,1,4,2,1,1,2,2,2,2,2,0,0,0,1
"532",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,3,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"533",1,0,0,0,1,0,0,0,2,2,NA,1,3,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,7,2,2,1,1,2,2,2,2,2,2,0,0,1,0
"534",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,3,1,1,6,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"535",1,0,1,0,1,0,1,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,3,4,4,4,4,4,4,1,1,4,2,4,1,2,2,2,2,2,2,2,1,0,0,0
"536",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,1,1,1,2,1,5,1,4,2,2,2,2,2,2,2,2,1,1,0,0
"537",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,4,2,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"538",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,3,2,1,2,1,2,2,2,2,2,2,0,0,0,1
"539",1,1,0,0,1,1,0,0,1,1,1,2,2,1,1,2,1,1,2,1,3,3,3,3,0,1,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,1,1,7,1,1,1,1,1,1,1,1,2,2,0,0,1,0
"540",1,1,0,0,1,1,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,1,0,3,2,3,2,3,3,3,3,1,2,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"541",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,4,2,8,2,1,2,2,2,2,2,2,0,0,1,0
"542",1,0,0,0,1,0,0,0,1,2,NA,1,3,2,2,NA,2,1,NA,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,3,1,1,4,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"543",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"544",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,3,4,1,0,0,0,0,0,0,0,0,0,4,3,3,3,3,4,4,3,1,1,5,2,3,1,1,2,2,2,2,2,2,0,0,1,0
"545",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,4,3,4,1,2,5,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"546",1,0,0,0,0,0,1,0,1,NA,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"547",1,0,1,1,1,0,1,1,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"548",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,7,1,1,1,1,1,2,2,1,2,2,0,0,0,1
"549",1,1,0,0,1,1,0,0,2,1,2,2,2,1,2,2,NA,2,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"550",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,3,3,1,1,6,1,1,1,1,2,2,2,2,2,2,0,0,0,1
"551",1,1,0,1,0,0,1,0,2,NA,NA,1,2,2,2,2,NA,2,2,NA,3,2,3,3,0,1,0,0,0,1,1,0,0,0,3,2,3,2,2,2,2,3,1,1,7,2,3,2,2,2,2,2,2,2,2,0,0,1,1
"552",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"553",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"554",1,1,0,0,1,1,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,1,0,3,2,3,2,3,2,2,2,1,1,6,1,3,1,1,2,1,2,2,2,1,1,0,0,0
"555",1,1,0,0,1,1,0,0,2,2,2,1,2,1,1,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,1,1,1,0,0,3,4,3,2,3,3,3,2,1,1,4,2,3,2,2,2,2,2,1,2,2,1,0,0,0
"556",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"557",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"558",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,2,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0
"559",1,1,0,0,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,2,4,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,4,4,4,4,4,3,1,1,4,2,3,1,2,2,2,2,2,2,2,1,0,0,0
"560",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"561",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,1,6,2,2,2,2,2,2,2,2,1,0,0,0
"562",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,3,4,3,1,0,0,0,0,1,0,0,0,0,3,2,2,2,3,2,2,2,1,1,2,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"563",1,1,0,0,1,1,0,0,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,1,1,4,1,3,2,2,2,2,2,2,2,2,0,0,0,1
"564",1,1,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,1,0,0,1,1,1,1,0,0,0,4,4,4,4,4,4,4,4,1,1,3,1,3,1,2,1,1,1,1,1,1,1,0,0,0
"565",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,2,3,2,3,3,3,3,1,1,2,2,6,2,2,2,1,2,2,2,2,0,0,1,0
"566",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"567",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,5,2,2,2,1,1,2,2,2,2,2,1,0,0,0
"568",1,1,0,0,1,1,0,0,2,1,1,2,2,1,2,2,NA,1,2,NA,2,3,3,2,0,0,0,0,0,0,0,0,0,1,4,3,3,2,3,4,2,3,1,1,4,2,2,1,2,2,1,1,1,2,2,0,0,1,1
"569",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,3,3,4,3,4,4,4,1,1,4,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"570",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,1,0,1,0,0,1,1,1,0,0,3,3,4,4,4,3,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,0,1,0,0
"571",1,1,0,0,1,1,0,0,1,2,2,1,2,2,1,2,2,1,2,1,4,4,4,3,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,2,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"572",1,0,0,0,1,1,0,0,2,2,2,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"573",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,2,2,2,3,0,0,0,0,0,0,0,0,0,1,3,1,3,2,3,3,3,3,1,1,7,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"574",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1,4,3,4,4,4,3,3,3,1,1,4,2,5,2,1,2,2,2,2,2,2,0,0,1,0
"575",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,1,1,2,2,2,2,2,2,0,0,0,1
"576",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,4,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,2,1,2,4,2,4,2,1,2,2,2,1,1,2,0,0,1,0
"577",1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,1,0,1,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,0,0,1,0
"578",1,1,0,1,1,1,0,1,1,2,2,1,2,2,2,2,2,1,2,2,4,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,4,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"579",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,3,0,0,0,1,1,0,0,0,0,0,3,1,2,3,2,1,1,3,1,1,7,1,1,1,1,1,2,2,2,2,2,0,0,1,0
"580",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,1,2,3,0,0,0,1,0,0,0,0,1,0,3,2,3,2,2,2,2,2,1,1,5,1,2,1,2,2,2,2,2,2,2,0,0,1,0
"581",1,1,0,0,0,0,0,0,1,NA,NA,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,2,2,6,2,2,2,2,2,1,2,2,0,0,0,1
"582",0,0,1,0,0,0,0,1,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,2,3,3,0,0,0,0,1,0,0,0,0,0,2,3,3,4,3,2,1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,0,1,0,0
"583",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,1,0,1,0,0,3,3,4,3,4,4,3,4,1,2,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"584",1,0,0,0,1,1,0,0,2,2,2,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,1,0,0,4,3,3,3,3,3,3,3,2,1,2,2,1,2,1,2,2,2,2,2,2,0,0,0,1
"585",1,1,1,0,1,1,1,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,2,0,0,0,0,0,0,0,0,0,1,4,3,4,4,2,4,4,3,1,1,5,2,3,2,1,2,2,2,2,2,2,1,0,0,0
"586",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,4,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"587",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"588",0,1,0,0,0,1,0,0,1,NA,1,2,NA,NA,NA,1,1,NA,1,1,2,1,3,3,0,0,1,0,0,0,0,0,0,0,2,2,1,1,2,3,3,4,1,1,3,1,3,1,1,1,1,1,1,1,1,0,1,0,0
"589",0,1,0,0,1,0,0,0,1,1,NA,1,NA,NA,NA,2,2,NA,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0
"590",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,4,1,0,0,0,0,0,0,1,0,0,3,3,3,1,3,3,2,3,2,2,6,2,2,1,2,2,2,2,2,2,2,0,0,1,0
"591",0,1,0,0,0,0,1,0,1,NA,NA,2,NA,NA,NA,1,1,NA,1,1,3,2,3,3,0,0,1,0,1,0,0,0,0,0,3,2,2,3,2,3,2,3,1,1,3,1,3,1,1,1,1,1,1,1,1,0,1,0,0
"592",1,1,0,0,1,1,0,0,1,2,2,1,4,2,2,2,2,1,2,2,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,7,1,2,2,1,2,2,2,2,2,2,1,0,0,0
"593",1,1,0,0,1,1,0,0,2,1,2,1,2,2,2,2,NA,1,2,NA,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,4,4,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"594",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,3,4,0,0,0,0,0,0,0,0,0,1,4,3,4,3,3,3,3,3,1,1,6,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"595",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,2,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,2,3,3,1,1,5,1,3,1,2,2,2,2,2,2,2,0,0,1,0
"596",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,4,3,4,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,2,4,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"597",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"598",1,1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,4,2,3,0,0,0,1,1,0,0,0,0,0,4,2,4,2,4,3,3,4,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"599",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,4,4,0,0,0,0,0,0,0,0,1,0,3,3,3,3,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"600",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,1,2,NA,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,4,3,2,2,3,3,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
"601",1,1,0,1,1,1,0,1,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,2,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"602",1,0,0,0,1,1,0,0,1,2,2,1,2,2,2,NA,2,1,NA,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,3,4,3,1,3,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"603",1,1,0,0,0,0,0,0,1,NA,NA,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"604",1,0,0,0,1,0,0,0,2,1,NA,1,2,2,2,NA,NA,2,NA,NA,3,4,3,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"605",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"606",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,2,2,3,0,0,0,0,0,0,0,0,0,1,2,2,2,4,2,1,2,3,1,2,3,2,2,1,1,2,1,1,2,2,2,0,0,1,1
"607",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1,0,0,1,0,0,0,0,0,0,3,3,4,3,4,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"608",1,0,0,0,1,1,0,0,1,2,2,1,4,2,2,NA,2,1,NA,2,1,1,1,3,0,1,0,1,1,1,1,0,0,0,2,1,2,1,3,2,2,2,1,1,6,1,1,1,1,2,1,1,2,2,2,0,0,1,1
"609",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"610",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,1,0,0,0,0,1,1,0,0,0,2,4,4,3,4,4,4,2,1,1,6,1,2,1,1,2,1,1,2,2,2,1,0,0,0
"611",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"612",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,4,3,1,0,0,0,0,0,1,0,0,0,3,3,3,3,4,4,4,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"613",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"614",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,2,1,1,5,1,6,2,2,2,2,2,2,2,2,0,0,1,0
"615",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,2,1,2,1,3,1,1,1,1,1,1,2,8,1,1,2,2,1,1,2,2,0,0,0,1
"616",1,0,0,0,1,0,0,0,2,2,NA,1,3,1,2,NA,NA,1,NA,NA,2,1,2,1,0,0,0,0,0,1,0,0,0,0,4,2,1,1,1,1,1,2,1,1,5,2,3,2,1,1,2,2,1,2,2,0,0,1,0
"617",1,1,0,0,1,1,0,0,2,1,1,1,2,1,2,2,NA,2,2,NA,3,4,3,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2,2,2,2,2,2,1,0,0,0
"618",0,1,0,0,0,0,0,0,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,0,1,0,0
"619",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,1,2,2,2,2,2,2,2,2,2,0,0,1,0
