"","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"111",1,0,0,0,1,0,0,0,2,2,NA,1,4,1,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,2,1,1,3,2,4,2,2,2,2,2,2,2,2,1,1,0,0
"112",1,0,0,0,1,1,0,0,1,1,1,1,2,2,2,NA,2,2,NA,2,4,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,5,2,2,2,2,2,1,2,2,0,0,1,0
"113",0,1,0,0,1,1,0,0,1,1,1,1,NA,NA,NA,2,2,NA,2,2,1,3,2,3,0,0,0,1,1,1,1,1,0,0,2,1,2,1,2,1,2,2,1,1,7,1,3,2,1,1,1,2,1,2,2,0,0,1,1
"114",0,0,1,0,1,0,1,0,1,2,NA,1,NA,NA,NA,NA,2,NA,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,2,2,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"115",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,5,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"116",1,1,0,0,0,0,0,1,1,NA,NA,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,3,1,1,1,2,2,2,2,2,0,0,1,0
"117",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,1,2,2,0,0,0,1
"118",1,0,0,0,1,1,0,0,1,2,2,1,3,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,1,2,6,1,4,2,2,2,2,2,2,2,2,0,0,1,0
"119",1,1,0,0,1,1,0,0,2,2,2,1,2,2,1,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,4,2,1,2,1,2,2,2,2,2,2,0,0,1,0
"120",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,3,4,4,4,4,1,1,2,2,6,2,1,2,2,2,2,2,2,0,0,0,1
"121",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,3,2,1,2,2,2,2,2,2,2,2,1,0,0,0
"122",1,1,0,0,1,1,0,0,1,2,2,1,3,2,2,2,2,2,2,1,3,3,4,3,0,1,0,0,1,0,0,1,0,0,3,2,3,2,3,3,2,2,1,1,4,2,1,1,1,2,2,2,1,2,2,1,0,1,0
"123",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,4,3,1,1,5,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"124",1,0,0,0,0,0,0,0,2,NA,NA,NA,3,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,3,3,4,1,1,7,1,4,2,2,2,2,2,2,2,2,0,1,0,0
"125",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,4,3,2,0,0,0,0,0,0,0,0,1,0,4,4,4,3,4,4,3,3,1,1,3,1,2,1,1,2,1,1,2,2,2,1,0,0,0
"126",0,1,0,0,0,0,0,0,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,1,1,4,2,4,2,2,1,2,2,1,2,2,0,0,1,0
"127",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,7,2,1,1,2,2,2,2,2,2,2,0,0,1,0
"128",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,6,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"129",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,1,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"130",1,0,0,0,1,0,0,0,1,1,NA,2,3,1,1,NA,1,1,NA,2,2,4,2,3,0,0,0,1,1,0,0,0,0,0,3,3,3,4,2,2,3,2,1,1,7,1,2,1,1,1,1,1,1,2,1,1,0,0,0
"131",1,1,0,0,1,1,0,0,1,2,1,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,1,1,8,2,8,2,2,2,2,2,2,2,2,0,0,1,0
"132",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"133",1,0,0,0,1,0,0,0,2,1,NA,1,2,1,2,NA,NA,1,NA,NA,2,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,2,2,6,1,2,2,2,2,1,2,2,0,0,1,0
"134",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,2,5,2,1,2,2,2,2,2,2,1,0,0,0
"135",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,1,2,6,2,2,2,2,2,2,2,2,2,2,0,0,1,0
"136",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"137",1,1,0,0,0,0,0,1,2,NA,NA,1,2,2,2,2,NA,2,2,NA,1,1,1,3,0,1,0,0,0,1,0,0,0,0,3,1,3,2,3,2,2,1,2,2,6,2,4,1,2,1,1,1,1,2,2,1,0,1,0
"138",0,1,0,0,1,0,0,0,2,2,NA,1,NA,NA,NA,2,NA,NA,1,NA,1,3,2,3,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2,2,3,3,2,1,6,1,4,1,2,2,2,2,2,2,2,0,0,1,0
"139",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"140",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"141",1,1,0,0,1,1,0,0,1,1,1,1,2,1,2,2,2,1,1,2,2,2,3,2,0,1,0,0,0,1,1,1,0,0,2,2,1,2,3,3,1,1,1,1,3,1,3,1,2,2,1,1,1,2,1,1,0,1,1
"142",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,6,2,1,2,2,2,2,2,2,0,1,0,0
"143",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,3,3,3,0,0,0,0,0,0,0,0,0,1,4,2,3,1,2,3,3,4,1,1,6,2,1,1,1,2,2,2,2,2,2,1,0,0,0
"144",1,1,1,0,1,1,1,0,1,1,2,2,1,2,2,2,2,1,2,2,2,3,2,3,1,0,1,1,0,0,0,1,0,0,3,2,2,2,3,2,1,2,1,1,7,2,1,1,1,2,1,1,1,2,2,0,0,1,0
"145",1,1,0,0,1,1,0,0,2,1,1,1,2,2,2,2,NA,2,2,NA,4,4,4,4,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,2,2,5,2,1,2,2,2,2,2,2,0,1,0,0
"146",1,0,0,0,1,0,0,0,1,2,NA,1,2,1,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"147",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,2,4,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"148",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,2,2,2,3,2,1,2,2,2,2,2,2,0,0,1,0
"149",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,4,4,4,0,0,0,0,0,1,0,0,0,0,4,4,3,3,4,4,4,2,1,1,4,2,4,1,2,2,2,2,2,2,2,0,0,0,1
"150",1,0,1,0,1,0,1,0,1,2,NA,1,3,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,2,3,1,1,1,1,1,1,1,1,0,0,1,0
"151",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"152",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,2,3,2,1,2,2,2,2,2,2,0,0,0,1
"153",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,6,2,1,2,1,2,2,2,1,2,2,1,0,0,0
"154",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,1,0,0,0,0,3,3,3,2,3,3,3,2,1,1,3,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"155",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"156",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,3,2,5,1,1,2,2,2,1,2,2,1,0,0,0
"157",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,2,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"158",1,1,0,0,1,1,0,0,2,1,2,1,2,2,2,2,NA,1,1,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,4,3,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"159",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,3,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"160",0,1,0,0,1,1,0,0,2,2,2,1,NA,NA,NA,2,NA,NA,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"161",0,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,4,4,2,2,8,2,8,2,2,2,2,2,2,2,2,0,0,0,1
"162",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,1,1,8,2,2,2,2,2,2,2,2,1,0,0,0
"163",1,0,0,0,1,1,1,0,1,2,2,1,2,2,2,NA,2,1,NA,1,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,4,4,4,1,1,4,2,4,1,1,2,2,2,2,2,2,1,0,0,0
"164",1,0,0,0,1,0,0,0,1,2,NA,1,4,4,1,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"165",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,4,3,3,3,2,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"166",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,1,1,3,3,4,3,1,1,4,2,1,2,2,2,2,2,2,2,2,0,0,1,0
"167",1,0,0,0,1,0,0,0,2,1,NA,1,3,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"168",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"169",1,1,0,0,1,1,0,0,2,1,1,1,2,1,2,2,NA,1,2,NA,1,1,1,3,1,0,0,1,0,1,0,0,0,0,4,4,4,3,4,1,4,3,1,1,6,1,1,1,1,1,1,1,1,2,1,0,0,1,0
"170",1,1,0,0,1,1,0,0,2,1,1,2,2,1,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
"171",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,2,2,1,2,2,2,2,2,2,1,0,0,0
"172",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"173",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,2,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,3,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"174",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,4,0,0,0,0,0,1,0,0,0,0,4,3,3,3,3,4,2,4,1,1,5,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"175",0,0,1,1,1,0,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,0,1,0,0,0,0,0,0,0,0,4,3,4,3,4,4,3,4,1,1,2,2,4,1,2,2,2,2,2,2,2,0,0,1,0
"176",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,3,1,3,1,1,3,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"177",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,1,3,3,4,0,0,0,0,0,1,0,0,0,0,3,3,2,2,2,3,3,2,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,1,0
"178",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"179",1,0,1,0,1,0,0,1,1,1,NA,2,1,1,1,NA,1,1,NA,1,4,4,4,3,0,1,0,1,0,1,0,1,0,0,2,2,1,2,3,3,2,2,1,1,5,1,5,1,1,1,1,1,1,1,1,0,1,1,0
"180",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"181",1,1,0,0,1,1,0,0,1,2,2,1,1,2,2,2,2,1,1,1,4,4,4,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"182",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"183",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,3,1,1,5,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"184",1,0,0,0,1,0,0,0,2,1,NA,1,2,2,2,NA,NA,1,NA,NA,2,4,2,1,0,1,0,0,0,0,1,1,0,0,3,1,1,1,1,1,1,3,1,1,6,1,4,2,1,2,2,2,1,2,2,1,0,1,0
"185",1,1,0,0,1,1,0,0,1,2,2,1,4,4,2,2,2,2,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"186",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,1,0,3,2,2,3,2,2,3,2,2,1,2,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"187",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,3,1,1,4,2,4,2,1,2,2,2,1,2,2,1,0,0,0
"188",1,1,1,0,1,1,1,0,1,2,2,1,4,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"189",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,4,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,4,4,3,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"190",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,1,2,4,0,1,0,0,0,1,0,0,0,0,4,3,3,3,2,2,2,2,1,2,2,2,6,2,1,2,1,1,2,2,2,1,0,0,0
"191",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,2,3,3,4,0,0,0,0,0,0,0,0,0,1,3,3,3,2,4,3,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"192",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,2,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,2,3,2,4,1,1,4,2,2,1,2,2,2,2,2,2,2,0,0,0,1
"193",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,1,1,1,2,2,2,1,2,2,0,0,1,0
"194",0,1,0,0,1,1,0,0,2,2,2,1,NA,NA,NA,2,NA,NA,2,NA,3,4,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,3,3,3,1,1,4,2,4,2,2,2,2,2,2,1,2,0,0,1,0
"195",0,1,1,0,0,1,0,0,1,NA,1,2,NA,NA,NA,1,1,NA,1,1,1,2,3,4,0,1,0,0,0,0,0,0,0,0,1,2,3,4,3,3,3,3,1,1,2,1,4,1,1,1,1,1,1,1,1,0,0,1,0
"196",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,3,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,1,7,2,2,2,2,2,2,2,2,0,0,1,0
"197",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,3,3,3,3,0,0,0,1,1,0,0,0,0,0,3,2,3,4,4,3,3,3,1,1,4,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"198",1,1,0,0,1,1,0,0,2,2,2,2,1,2,2,2,NA,2,2,NA,2,3,2,2,0,0,0,0,0,0,1,0,0,0,3,2,3,2,2,1,2,3,1,1,6,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"199",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"200",0,0,1,0,0,0,1,0,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"201",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,1,4,1,1,2,2,2,1,1,2,0,1,0,0
"202",1,1,0,0,1,1,0,0,1,2,2,1,3,2,2,2,2,1,2,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,2,2,2,2,3,3,2,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"203",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"204",1,1,0,0,0,0,0,0,2,NA,NA,1,2,4,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,2,2,6,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"205",0,1,0,0,1,1,0,0,1,1,2,2,NA,NA,NA,2,2,NA,2,2,2,3,4,3,0,0,0,0,0,0,0,1,0,0,3,4,3,2,4,3,4,3,2,2,5,1,6,1,1,1,1,1,1,2,1,0,1,0,0
"206",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,1,2,3,3,3,3,0,0,0,1,1,0,0,0,0,0,3,2,3,3,2,2,2,3,1,1,4,2,4,2,2,1,2,2,2,2,2,0,0,1,0
"207",0,1,0,0,0,0,0,0,1,NA,NA,2,NA,NA,NA,2,2,NA,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,3,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"208",1,0,0,0,0,0,0,0,2,NA,NA,1,3,3,2,NA,NA,1,NA,NA,3,2,2,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,2,2,2,2,5,1,2,2,2,2,2,2,2,0,0,0,1
"209",1,1,0,0,1,1,0,0,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,1,2,4,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"210",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"211",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,2,6,1,3,2,1,1,2,1,2,2,2,0,0,1,0
"212",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,6,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"213",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,3,1,7,2,2,2,2,2,2,2,2,0,0,1,0
"214",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,4,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,2,2,3,1,1,6,2,2,1,1,2,2,2,2,2,2,0,0,0,1
"215",1,0,0,0,1,0,0,0,1,2,NA,1,3,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"216",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,3,4,4,4,4,4,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"217",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,3,1,6,2,1,2,2,2,2,2,2,1,0,0,0
"218",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"219",1,1,0,0,0,0,0,0,2,NA,NA,1,4,2,2,2,NA,1,2,NA,2,4,3,4,0,0,0,0,0,0,0,0,0,1,4,2,3,4,3,3,4,4,1,1,4,1,4,2,2,2,2,2,2,2,2,0,0,1,0
